budget;genres;imdb_id;original_title;overview;popularity;production_companies;production_countries;release_date;revenue;runtime;spoken_languages;vote_average;vote_count
25000000.0;Adventure;tt0097737;Leviathan;Underwater deep-sea miners encounter a Soviet wreck and bring back a dangerous cargo to their base on the ocean floor with horrifying results. The crew of the mining base must fight to survive against a genetic mutation that hunts them down one by one.;10.653446;3.0;2.0;1989-03-17;15704614.0;98.0;1.0;6.0;125.0
7000000.0;Adventure;tt0097758;Little Monsters;A young boy is scared of the monster under his bed. He asks his 6th grade brother to swap rooms for the night as a bet that the monster really exists. Soon the brother becomes friends with the monster and discovers a whole new world of fun and games under his bed where pulling pranks on kids and other monsters is the main attraction;6.256969;0.0;1.0;1989-08-25;793775.0;102.0;1.0;5.6;53.0
24000000.0;Action;tt0097770;Lock Up;Frank Leone is nearing the end of his prison term for a relatively minor crime. Just before he is paroled, however, Warden Drumgoole takes charge. Drumgoole was assigned to a hell-hole prison after his administration was publicly humiliated by Leone, and has now arrived on the scene to ensure that Leone never sees the light of day.;4.701379;4.0;1.0;1989-08-04;22099847.0;115.0;1.0;6.2;208.0
7500000.0;Comedy;tt0097778;Look Who's Talking;Mollie is a single working mother who's out to find the perfect father for her child. Her baby, Mikey, prefers James, a cab driver turned babysitter who has what it takes to make them both happy. But Mollie won't even consider James. It's going to take all the tricks a baby can think of to bring them together before it's too late;5.795045;2.0;1.0;1989-10-12;296000000.0;93.0;1.0;5.8;546.0
11000000.0;Comedy;tt0097815;Major League;When Rachel Phelps inherits the Cleveland Indians from her deceased husband, she's determined to move the team to a warmer climate -- but only a losing season will make that possible, which should be easy given the misfits she's hired. Rachel is sure her dream will come true, but she underestimates their will to succeed!;5.304376;2.0;1.0;1989-02-16;49797148.0;107.0;1.0;6.7;222.0
3000000.0;Romance;tt0097889;Miracle Mile;After 30 years of searching, Harry (Edwards) has finally met the girl of his dreams. Unfortunately, before they even have a chance to go on their first date, Harry intercepts some chilling news: WWIII has begun and nuclear missiles will destroy Los Angeles in less than an hour!;;2.0;1.0;1989-05-19;1145404.0;87.0;1.0;7.2;50.0
12000000.0;Adventure;tt0097967;Next of Kin;Truman Gates, a Chicago cop, sets out to find his brother's killer. Meanwhile, another of his brothers, Briar (a hillbilly) decides to find the killer himself.;3.801832;1.0;1.0;1989-10-20;15942628.0;108.0;1.0;5.0;53.0
8000000.0;Action;tt0097987;No Holds Barred;Rip is the World Wrestling Federation champion who is faithful to his fans and the network he wrestles for, but Brell, the new head of the World Television Network, wants Rip to wrestle for his network.;0.863547;2.0;1.0;1989-06-02;16093651.0;93.0;1.0;5.6;20.0
16000000.0;Action;tt0098180;Red Scorpion;A Russian KGB agent is sent to Africa to kill an anti-Communist black revolutionary. However, he has a change of heart when he sees how the Russians and their Cuban allies are killing and repressing the locals, so he switches sides and helps the rebels.;2.549325;3.0;3.0;1988-12-24;4192440.0;105.0;1.0;4.9;50.0
93000000.0;;tt0163025;Jurassic Park III;In need of funds for research, Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.;0.648867;2.0;1.0;2001-07-18;368780809.0;92.0;2.0;5.7;2109.0
12000000.0;Crime;tt0222851;Brother;A Japanese Yakuza gangster’s deadly existence in his homeland gets him exiled to Los Angeles, California, where he is taken in by his little brother and his brother’s gang. This is the first English film by Takeshi Kitano.;8.134524;6.0;3.0;2000-09-09;15250000.0;114.0;4.0;6.8;107.0
100000000.0;Thriller;tt0133152;Planet of the Apes;After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.;17.319836;3.0;1.0;2001-07-25;362211740.0;119.0;1.0;5.6;1270.0
20000.0;Crime;tt0123948;キュア;A wave of gruesome murders is sweeping Tokyo. The only connection is a bloody X carved into the neck of each of the victims. In each case, the murderer is found near the victim and remembers nothing of the crime. Detective Takabe and psychologist Sakuma are called in to figure out the connection, but their investigation goes nowhere...;3.111281;1.0;1.0;1997-11-06;99000.0;111.0;1.0;7.4;63.0
5000000.0;Comedy;tt0243655;Wet Hot American Summer;The setting is Camp Firewood, the year 1981. It's the last day before everyone goes back to the real world, but there's still a summer's worth of unfinished business to resolve. At the center of the action is camp director Beth, who struggles to keep order while she falls in love with the local astrophysics professor. He is busy trying to save the camp from a deadly piece of NASA's Skylab which is hurtling toward earth. All that, plus: a dangerous waterfall rescue, love triangles, misfits, cool kids, and talking vegetable cans. The questions will all be resolved, of course, at the big talent show at the end of the day.;6.386082;1.0;1.0;2001-07-27;295206.0;97.0;1.0;6.4;271.0
15000000.0;Action;tt0098206;Road House;The Double Deuce is the meanest, loudest and rowdiest bar south of the Mason-Dixon Line, and Dalton (Patrick Swayze) has been hired to clean it up. He might not look like much, but the Ph.D.-educated bouncer proves he's more than capable -- busting the heads of troublemakers and turning the roadhouse into a jumping hot-spot. But Dalton's romance with the gorgeous Dr. Clay (Kelly Lynch) puts him on the bad side of cutthroat local big shot Brad Wesley (Ben Gazzara).;2.943427;3.0;1.0;1989-05-19;30050028.0;114.0;2.0;6.3;259.0
19000000.0;Drama;tt0098273;Sea of Love;Seen-it-all New York detective Frank Keller is unsettled - he has done twenty years on the force and could retire, and he hasn't come to terms with his wife leaving him for a colleague. Joining up with an officer from another part of town to investigate a series of murders linked by the lonely hearts columns he finds he is getting seriously and possibly dangerously involved with Helen, one of the main suspects.;9.801967;1.0;1.0;1989-09-15;110879513.0;113.0;1.0;6.7;144.0
18000000.0;Crime;tt0098282;See No Evil, Hear No Evil;A murder takes place in the shop of David Lyons, a deaf man who fails to hear the gunshot being fired. Outside, blind man Wally Karue hears the shot but cannot see the perpetrator. Both are arrested, but escape to form an unlikely partnership. Being chased by both the law AND the original killers, can the pair work together to outwit them all?;17.367336;1.0;1.0;1989-05-12;46908987.0;103.0;1.0;;220.0
5000000.0;Thriller;tt0098320;Shocker;After being sent to the electric chair, a serial killer uses electricity to come back from the dead and carry out his vengeance on the football player who turned him in to the police.;5.587765;3.0;1.0;1989-10-27;16554699.0;109.0;1.0;5.5;89.0
55000000.0;Action;tt0098439;Tango & Cash;Ray Tango and Gabriel Cash are narcotics detectives who, while both being extremely successful, can't stand each other. Crime Lord Yves Perret, furious at the loss of income that Tango and Cash have caused him, frames the two for murder. Caught with the murder weapon on the scene of the crime, the two have no alibi. Thrown into prison with most of the criminals they helped convict, it appears that they are going to have to trust each other if they are to clear their names and catch the evil Perret.;7.507261;1.0;1.0;1989-12-22;63408614.0;104.0;1.0;6.1;468.0
15000000.0;Comedy;tt0098471;Three Fugitives;On his first day after being released from jail for 14 armed bank robberies, Lucas finds himself caught up in someone else's robbery. Perry has decided to hold up the local bank to raise money so that he can keep his daughter, Meg, and get her the treatment she needs. Dugan, a detective, assumes Lucas helped plan the robbery, and hence Lucas, Perry and Meg become three fugitives.;3.96986;2.0;1.0;1989-01-27;40590000.0;96.0;2.0;6.0;49.0
15000000.0;Comedy;tt0098554;Uncle Buck;As an idle, good-natured bachelor, Uncle Buck is the last person you would think of to watch the kids. However, during a family crisis, he is suddenly left in charge of his nephew and nieces. Unaccustomed to suburban life, fun-loving Uncle Buck soon charms his younger relatives Miles and Maizy with his hefty cooking and his new way of doing the laundry. His carefree style does not impress everyone though - especially his rebellious teenage niece, Tia, and his impatient girlfriend, Chanice. With a little bit of luck and a lot of love, Uncle Buck manages to surprise everyone in this heartwarming family comedy.;8.13754;2.0;1.0;1989-08-16;79258538.0;100.0;1.0;6.6;338.0
2000000.0;Comedy;tt0098577;Vampire's Kiss;A publishing executive is visited and bitten by a vampire and starts exhibiting erratic behavior. He pushes his secretary to extremes as he tries to come to terms with his affliction. The vampire continues to visit and drink his blood, and as his madness deepens, it begins to look as if some of the events he's experiencing may be hallucinations.;3.265426;2.0;1.0;1988-09-17;725131.0;103.0;1.0;6.0;75.0
6000000.0;Adventure;tt0098663;The Wizard;"Corey (Fred Savage) refuses to let his emotionally disturbed younger brother Jimmy (Luke Edwards) be institutionalized, and the two run away together. They soon join forces with a resourceful girl (Jenny Lewis), who notices that Jimmy has a special talent: he is a ""wizard"" at video games and can achieve the high score on absolutely everything he plays. Evading their parents and a sinister bounty hunter, the trio head for a climactic showdown at the national video game championships in California.";5.763954;1.0;1.0;1989-12-15;14278900.0;100.0;2.0;6.1;83.0
58000000.0;Music;tt0087089;The Cotton Club;The story of the people that frequented Harlem's famous nightclubs, 'The Cotton Club', and those that ran it.;9.508061;3.0;1.0;1984-12-14;25928721.0;127.0;2.0;6.5;71.0
42000000.0;Thriller;tt0218922;Original Sin;A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp;9.970359;7.0;2.0;2001-08-03;35402320.0;118.0;5.0;5.8;200.0
37000000.0;Comedy;tt0247638;The Princess Diaries;;7.387171;3.0;1.0;2001-08-03;165335153.0;115.0;1.0;6.5;1063.0
90000000.0;Action;tt0266915;Rush Hour 2;It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella.;8.345985;1.0;1.0;2001-08-03;347325802.0;90.0;3.0;6.4;1078.0
20000000.0;Drama;tt0064782;Paint Your Wagon;A Michigan farmer and a prospector form a partnership in the California gold country. Their adventures include buying and sharing a wife, hijacking a stage, kidnapping six prostitutes, and turning their mining camp into a boom town. Along the way there is plenty of drinking, gambling, and singing. They even find time to do some creative gold mining.;10.648872;3.0;1.0;1969-10-15;31678778.0;158.0;2.0;6.3;65.0
15000000.0;Mystery;tt0080360;Altered States;A research scientist (William Hurt) explores the boundaries and frontiers of consciousness. Using sensory deprivation and hallucinogenic mixtures from native American shamans, he explores these altered states of consciousness and finds that memory, time, and perhaps reality itself are states of mind.;10.603299;1.0;1.0;1980-12-25;19853892.0;102.0;2.0;6.7;169.0
30000000.0;Comedy;tt0252866;American Pie 2;The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen, even if the preparation doesn't always go to plan. Especially when Stifler, Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant...;10.25103;3.0;1.0;2001-08-10;287553595.0;108.0;1.0;6.0;1375.0
75000000.0;Adventure;tt0181739;Osmosis Jones;A policeman white blood cell, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.;6.405831;3.0;1.0;2001-08-07;13596911.0;95.0;1.0;6.0;237.0
35000000.0;Action;tt0244000;American Outlaws;When a Midwest town learns that a corrupt railroad baron has captured the deeds to their homesteads without their knowledge, a group of young ranchers join forces to take back what is rightfully theirs. They will become the object of the biggest manhunt in the history of the Old West and, as their fame grows, so will the legend of their leader, a young outlaw by the name of Jessie James.;10.855383;1.0;1.0;2001-08-17;13678913.0;94.0;1.0;5.7;
1500000.0;Horror;tt0261983;Session 9;Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.;14.242234;3.0;1.0;2001-08-10;373967.0;100.0;1.0;6.2;255.0
57000000.0;Drama;tt0238112;Captain Corelli's Mandolin;"When a Greek fisherman leaves to fight with the Greek army during WWII, his fiancee falls in love with the local Italian commander. The film is based on a novel about an Italian soldier's experiences during the Italian occupation of the Greek island of Cephalonia (Kefalonia), but Hollywood made it into a pure love story by removing much of the ""unpleasant"" stuff.";9.243715;2.0;3.0;2001-08-17;62112895.0;131.0;4.0;5.6;146.0
48000000.0;Adventure;tt0250687;Rat Race;In an ensemble film about easy money, greed, manipulation and bad driving, a Las Vegas casino tycoon entertains his wealthiest high rollers -- a group that will bet on anything -- by pitting six ordinary people against each other in a wild dash for $2 million jammed into a locker hundreds of miles away. The tycoon and his wealthy friends monitor each racer's every move to keep track of their favorites. The only rule in this race is that there are no rules.;12.330275;3.0;2.0;2001-07-30;85498534.0;112.0;1.0;6.0;531.0
22000000.0;Comedy;tt0261392;Jay and Silent Bob Strike Back;When Jay and Silent Bob learn that their comic-book alter egos, Bluntman and Chronic, have been sold to Hollywood as part of a big-screen movie that leaves them out of any royalties, the pair travels to Tinseltown to sabotage the production.;11.619446;3.0;1.0;2001-08-22;33788161.0;104.0;1.0;6.4;491.0
28000000.0;Action;tt0228333;Ghosts of Mars;Melanie Ballard (Natasha Henstridge) is a hard nosed police chief in the year 2025. She and a police snatch squad are sent to Mars to apprehend a dangerous criminal James Williams (Ice Cube). Mars has been occupied by humans for some time and they have set up mining facilities. The mining activities on Mars have unleashed the spirits of alien beings who gradually possess the bodies of the workers. It soon turns out that catching the dangerous fugitive takes a back seat as the alien spirits begin to rid their planet of the 'invaders'.;7.058599;3.0;1.0;2001-08-24;14010832.0;98.0;1.0;4.8;299.0
34000000.0;Drama;tt0234829;Summer Catch;A coming-of-age romantic comedy set against the backdrop of the Cape Cod Baseball League. Local boy Ryan Dunne (Freddie Prinze Jr.), now a pitcher for Boston College, meets Tenley Parrish (Jessica Biel), the daughter of a wealthy couple who summer on the Cape. Ryan and Tenley fall in love, much to the chagrin of their families, while Ryan clings to one last hope of being discovered and signed to a pro baseball contract.;5.499867;2.0;1.0;2001-08-22;19693891.0;108.0;1.0;4.8;63.0
10000000.0;Horror;tt0263488;Jeepers Creepers;"A college-age brother and sister get more than they bargained for on their road trip home from spring break. When the bickering siblings witness a creepy truck driver tossing body bags into a sewer near an abandoned church, they investigate. Bad move! Opening a Pandora's Box of unspeakable evil, the pair must flee for their lives -- with a monstrous ""shape"" in hot pursuit.";10.414363;5.0;2.0;2001-07-01;59217789.0;90.0;;6.1;731.0
1900000.0;Comedy;tt0092147;Vamp;Two fraternity pledges go to a sleazy bar looking for strippers to entertain their college friends.;4.119963;2.0;1.0;1986-07-18;4790926.0;93.0;1.0;5.9;39.0
40000000.0;Action;tt0246544;The Musketeer;In Peter Hyams's adaptation of the famous Alexander Dumas story The Three Musketeers, the young D'Artagnan seeks to join the legendary musketeer brigade and avenge his father's death - but he finds that the musketeers have been disbanded.;4.260945;8.0;4.0;2001-09-07;27053815.0;104.0;2.0;5.2;56.0
57000000.0;Music;tt0202470;Rock Star;"Rock Star tells the story of Chris Cole and a rock band called Steel Dragon. Cole is a photocopier technician by day, and the lead singer of a Steel Dragon tribute band called ""Blood Pollution"" by night.Internal struggles between the Steel Dragon band members culminate with the firing of the lead singer, Bobby Beers and the starting of recruitment sessions to find a new vocalist. Loosely inspired by the true story of the heavy metal band Judas Priest.";10.076223;5.0;1.0;2001-09-04;16991902.0;105.0;1.0;6.0;194.0
700000.0;Drama;tt0242587;L.I.E. Long Island Expressway;In this biting and disturbing coming-of-age tale from writer-director Michael Cuesta, life is bittersweet along the L.I.E., also known as the Long Island Expressway, as suburban teen Howie Blitzer learns all too clearly. In the space of a week, he loses nearly everything and everyone he knows and is left to navigate his adolescence virtually unsupervised.;8.66635;0.0;1.0;2001-01-20;1667192.0;97.0;1.0;6.7;31.0
30000000.0;Drama;tt0221218;The Glass House;After the parents of Ruby and her younger brother, Rhett, are killed in a car crash, their parents' best friends, Erin and Terry Glass, become their guardians. The children hear promises of a world of opulence and California fun -- all they have to do is move into the Glasses' gated house. Before very long, though, Ruby suspects that Erin and Terry may not be the ideal guardians they seemed to be.;6.418936;1.0;1.0;2001-09-14;23619609.0;106.0;2.0;5.4;203.0
32000000.0;Comedy;tt0180734;Hardball;An aimless young man who is scalping tickets, gambling and drinking, agrees to coach a Little League team from the Cabrini Green housing project in Chicago as a condition of getting a loan from a friend.;7.674549;4.0;2.0;2001-09-14;40222729.0;106.0;1.0;6.3;126.0
40000000.0;Action;tt0246464;Big Trouble;"The story of how a mysterious suitcase brings together, and changes, the lives of a divorced dad, an unhappy housewife, two hitmen, a pair of street thugs, two love struck teens, two FBI men and a psychedelic toad. Based on Pulitzer Prize-winning humorist Dave Barry's best-selling first novel, ""Big Trouble.""";5.761051;1.0;1.0;2002-04-05;8493890.0;85.0;1.0;6.3;82.0
22000000.0;Drama;tt0118589;Glitter;Similar to Mariah's life story. Mariah plays the role of a young singer who is eager to become a big star. She dates a DJ who helps her get into the music business.;5.420686;5.0;1.0;2001-09-21;5271666.0;104.0;1.0;3.4;38.0
45000000.0;Action;tt0139654;Training Day;On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.;13.664622;5.0;2.0;2001-10-05;104876233.0;122.0;4.0;7.3;1665.0
1000000.0;Comedy;tt0239986;Sidewalks of New York;"The film follows the marital and dating lives of three men and three women who unknowingly form a tangled web of relationships. Interspersing ""man on the street"" interviews with scenes from the six characters' lives, the film weaves a humorous and biting commentary on the game of love -- easy to start, hard to finish.";2.678923;1.0;1.0;2001-11-23;2402459.0;107.0;1.0;5.6;16.0
9400000.0;Action;tt0057193;It's a Mad, Mad, Mad, Mad World;A group of strangers come across a man dying after a car crash who proceeds to tell them about the $350,000 he buried in California. What follows is the madcap adventures of those strangers as each attempts to claim the prize for himself.;13.266545;2.0;1.0;1963-11-07;60000000.0;163.0;1.0;7.0;142.0
725000.0;Crime;tt0067588;Play Misty for Me;A brief fling between a male disc jockey and an obsessed female fan takes a frightening, and perhaps even deadly turn when another woman enters the picture.;5.820841;2.0;1.0;1971-11-03;10600000.0;102.0;1.0;6.5;102.0
2900000.0;Comedy;tt0055312;Pocketful of Miracles;Damon Runyon's fairytale, sweet and funny, is told by director Frank Capra. Boozy, brassy Apple Annie, a beggar with a basket of apples, is as much as part of downtown New York as old Broadway itself. Bootlegger Dave the Dude is a sucker for her apples --- he thinks they bring him luck. But Dave and girlfriend Queenie Martin need a lot more than luck when it turns out that Annie is in a jam and only they can help: Annie's daughter Louise, who has lived all her life in a Spanish convent, is coming to America with a Count and his son. The count's son wants to marry Louise, who thinks her mother is part of New York society. It's up to Dave and Queenie and their Runyonesque cronies to turn Annie into a lady and convince the Count and his son that they are hobnobbing with New York's elite.;2.649605;1.0;1.0;1961-12-18;5000000.0;136.0;2.0;7.3;25.0
18000000.0;Family;tt0091993;SpaceCamp;Andie Bergstrom, an astronaut eagerly awaiting her first trip to space, runs a summer camp for teenagers with her NASA-employed husband, Zach. One night during an engine test, Andie and four teenage campers are accidentally shot into space. Together, the group -- which includes Kathryn, a pilot-in-training, and Tish, a ditz with a perfect memory -- must work together to operate the spacecraft and return home.;6.41742;1.0;1.0;1986-06-06;9697739.0;107.0;1.0;5.8;60.0
50000000.0;Thriller;tt0260866;Don't Say a Word;When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret..;6.824871;7.0;2.0;2001-09-28;100020092.0;113.0;4.0;6.0;223.0
31000000.0;Drama;tt0252501;Hearts in Atlantis;A widowed mother and her son change when a mysterious stranger enters their lives.;6.425321;3.0;2.0;2001-09-07;24185781.0;101.0;1.0;6.5;132.0
28000000.0;Comedy;tt0196229;Zoolander;"Clear the runway for Derek Zoolander, VH1's three-time male model of the year. His face falls when hippie-chic ""he's so hot right now"" Hansel scooters in to steal this year's award. The evil fashion guru Mugatu seizes the opportunity to turn Derek into a killing machine. Its a well-designed conspiracy and only with the help of Hansel and a few well-chosen accessories can Derek make the world safe.";10.40782;9.0;2.0;2001-09-28;60780981.0;89.0;1.0;6.1;1363.0
23000000.0;Mystery;tt0206314;Joy Ride;Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.;10.337689;5.0;1.0;2001-10-05;36642838.0;97.0;1.0;6.3;328.0
12000000.0;Comedy;tt0273799;Max Keeble's Big Move;"Max Keeble, the victim of his 7th grade class, plots revenge when he learns he's moving; it backfires when he doesn't move after all.";2.828884;2.0;1.0;2001-10-05;17292381.0;86.0;1.0;5.4;33.0
28000000.0;Comedy;tt0240890;Serendipity;Although strangers Sara and Jonathan are both already in relationships, they realize they have genuine chemistry after a chance encounter – but part company soon after. Years later, they each yearn to reunite, despite being destined for the altar. But to give true love a chance, they have to find one another again.;5.715737;3.0;1.0;2001-10-05;77516304.0;90.0;1.0;6.6;529.0
4500000.0;Drama;tt0080437;The Big Red One;A veteran sergeant of the World War I leads a squad in World War II, always in the company of the survivor Pvt. Griff, the writer Pvt. Zab, the Sicilian Pvt. Vinci and Pvt. Johnson in Vichy French Africa, Sicily, D-Day at Omaha Beach, Belgium and France, ending in a concentration camp in Czechoslovakia where they face the true horror of war.;5.395103;1.0;1.0;1980-05-28;7206220.0;113.0;4.0;6.8;83.0
;Drama;tt0080549;Coal Miner's Daughter;Biography of Loretta Lynn, a country and western singer that came from poverty to fame.;2.847277;1.0;1.0;1980-03-07;67182787.0;125.0;1.0;7.2;67.0
75000000.0;Action;tt0219965;Bandits;Two bank robbers fall in love with the girl they've kidnapped.;13.136791;7.0;1.0;2001-10-12;67631903.0;123.0;1.0;6.2;307.0
11000000.0;Action;tt0250310;Corky Romano;Corky Romano is a bumbling, simpleton, veterinarian and the youngest, outcast son of an aging gangster, named Pops Romano, who calls upon Corky to infiltrate the local FBI and retrieve and destroy evidence being used to incriminate Pops for racketeering charges.;4.890067;2.0;1.0;2001-10-12;23978402.0;86.0;4.0;4.1;54.0
15000000.0;Thriller;tt0166924;Mulholland Drive;After a car wreck on the winding Mulholland Drive renders a woman amnesic, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.;18.184056;5.0;2.0;2001-05-16;20117339.0;147.0;2.0;7.7;1517.0
10000000.0;Action;tt0166110;Bones;Over 20 years after his death by a gunshot, Jimmy Bones comes back as a ghost to wreak revenge on those who killed him and to clean up his neighborhood.;6.513545;1.0;1.0;2001-10-24;7316658.0;96.0;2.0;4.3;36.0
4000000.0;Action;tt0066999;Dirty Harry;When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath. Harry eventually collars Scorpio in the process of rescuing a kidnap victim, only to see him walk on technicalities. Now, the maverick detective is determined to nail the maniac himself.;10.255315;2.0;1.0;1971-12-21;35976000.0;102.0;;7.4;630.0
9000000.0;Drama;tt0067093;Fiddler on the Roof;This lavishly produced and critically acclaimed screen adaptation of the international stage sensation tells the life-affirming story of Tevye (Topol), a poor milkman whose love, pride and faith help him face the oppression of turn-of-the-century Czarist Russia. Nominated for eight Academy Awards.;9.227244;3.0;1.0;1971-11-03;83304330.0;181.0;3.0;7.4;136.0
35000000.0;Horror;tt0120681;From Hell;Frederick Abberline is an opium-huffing inspector from Scotland Yard who falls for one of Jack the Ripper's prostitute targets in this Hughes brothers adaption of a graphic novel that posits the Ripper's true identity.;7.79014;2.0;2.0;2001-10-19;74558115.0;122.0;3.0;6.6;758.0
72000000.0;Action;tt0272020;The Last Castle;A Court Martialed general rallies together 1200 inmates to rise against the system that put him away.;9.807552;1.0;1.0;2001-10-19;27642707.0;131.0;1.0;7.0;290.0
48000000.0;Comedy;tt0200027;Riding in Cars with Boys;A single mother, with dreams of becoming a writer, has a son at the age of 15 in 1965, and goes through a failed marriage with the drug-addicted father.;4.556123;1.0;1.0;2001-10-19;35743308.0;132.0;1.0;6.5;108.0
48000000.0;Drama;tt0272152;K-PAX;Prot is a patient at a mental hospital who claims to be from a far away Planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.;12.400152;4.0;3.0;2001-10-22;50315140.0;120.0;1.0;7.1;710.0
6000000.0;Fantasy;tt0246578;Donnie Darko;After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.;18.303148;4.0;1.0;2001-01-18;1270522.0;113.0;1.0;7.7;3574.0
75000000.0;Mystery;tt0249478;Domestic Disturbance;A divorced father discovers that his 12-year-old son's new stepfather is not what he made himself out to be.;6.353996;1.0;1.0;2001-10-30;54249294.0;89.0;1.0;5.4;115.0
115000000.0;Animation;tt0198781;Monsters, Inc.;James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.;26.419962;2.0;1.0;2001-11-01;562816256.0;92.0;1.0;7.5;6150.0
49000000.0;Action;tt0267804;The One;A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills.;9.769047;4.0;1.0;2001-11-02;72700000.0;87.0;1.0;5.7;445.0
100000.0;Drama;tt0275719;Tape;A three-character ensemble piece set within the confines of a tawdry motor lodge in Lansing, Michigan. After 10 years apart, three disparate people come together to play out the unresolved drama of their final days in high school. Intrigued, we watch as layers of denial are slowly peeled away. Suspense builds as each character is provoked into revealing his or her true nature and motivation. Mesmerized, we are drawn into their lives as they choose which cards to play and which cards to hold.;3.580063;5.0;1.0;2001-01-26;490475.0;86.0;1.0;6.9;63.0
40000000.0;Comedy;tt0256380;Shallow Hal;"A shallow man falls in love with a 300 pound woman because of her ""inner beauty"".";12.520688;1.0;1.0;2001-11-01;141069860.0;114.0;1.0;5.7;764.0
7000000.0;Action;tt0290332;The Wash;With the rent due and his car booted, Sean (Dr. Dre) has to come up with some ends...and fast. When his best buddy and roommate Dee Loc (Snoop Dogg), suggests that Sean get a job busting suds down at the local car wash.;2.483032;1.0;1.0;2001-11-16;10229331.0;93.0;1.0;5.3;26.0
125000000.0;Adventure;tt0241527;Harry Potter and the Philosopher's Stone;Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.;38.187238;3.0;2.0;2001-11-16;976475550.0;152.0;1.0;7.5;7188.0
6000000.0;Comedy;tt0234354;Novocaine;A dentist finds himself a murder suspect after a sexy patient seduces him into prescribing her drugs;3.916221;1.0;1.0;2001-11-23;2025238.0;95.0;1.0;6.0;44.0
24000000.0;Comedy;tt0253798;Out Cold;Animal House meets Casablanca in this outrageous snowboarding comedy. Rick Rambis and his friends are having the time of their lives on Bull Mountain until the legendary Papa Muntz' son decides to sell the mountain to sleazy land developer John Majors, having the staff fired and turning Bull Mountain into 'Yuppieville'.;4.197544;4.0;1.0;2001-11-21;14782676.0;89.0;1.0;5.8;53.0
92000000.0;Action;tt0266987;Spy Game;Veteran spy Nathan Muir is on the verge of retiring from the CIA when he learns that his one-time protégé and close friend, Tom Bishop, is a political prisoner sentenced to die in Beijing. Although their friendship has been marred by bad blood and resentment, Muir agrees to take on the most dangerous mission of his career and rescue Bishop.;18.186839;6.0;2.0;2001-11-18;143049560.0;126.0;5.0;6.8;592.0
4500000.0;Fantasy;tt0256009;El espinazo del diablo;After losing his father, 10-year-old Carlos arrives at the Santa Lucia School, which shelters orphans of the Republican militia and politicians, and is taken in by the steely headmistress, Carmen, and the kindly professor, Casares. Soon after his arrival, Carlos has a run-in with the violent caretaker, Jacinto. Gradually, Carlos uncovers the secrets of the school, including the youthful ghost that wanders the grounds.;11.111299;5.0;2.0;2001-04-20;6459020.0;106.0;1.0;7.2;277.0
14000000.0;Drama;tt0062994;Funny Girl;The life of comedienne Fannie Brice, from her early days in the Jewish slums of the Lower East Side, to the height of her career with the Ziegfeld Follies, including her marriage to and eventual divorce from her first husband, Nick Arnstein.;4.651946;2.0;1.0;1968-09-19;52223306.0;149.0;1.0;6.9;90.0
